date,level,temp,conductivity,hyd_dia,area,q_1,q_2
25/04/2019 04:30,0.038866847,6.2,83,0.076743731,0.015359392,0.000948673,0.000828389
25/04/2019 04:35,0.044852689,6.2,83,0.088562952,0.020454665,0.001389977,0.001213739
25/04/2019 04:40,0.038838531,6.2,83,0.076687821,0.01533702,0.000946831,0.00082678
25/04/2019 04:45,0.044824373,6.2,83,0.088507042,0.020428846,0.001387638,0.001211697
25/04/2019 04:50,0.038810215,6.2,83,0.07663191,0.015314665,0.000944991,0.000825174
25/04/2019 04:55,0.044796057,6.2,83,0.088451132,0.020403045,0.001385302,0.001209657
25/04/2019 05:00,0.038781899,6.1,83,0.076576,0.015292326,0.000943154,0.000823569
25/04/2019 05:05,0.056767742,6.1,83,0.112089574,0.032765638,0.002605209,0.002274889
25/04/2019 05:10,0.050753584,6.1,83,0.100214442,0.026190803,0.001932633,0.001687591
25/04/2019 05:15,0.044739426,6.1,82,0.088339311,0.02035149,0.001380636,0.001205583
25/04/2019 05:20,0.032725268,6.1,82,0.064617003,0.010888845,0.00059969,0.000523654
25/04/2019 05:25,0.04471111,6.1,82,0.088283401,0.020325737,0.001378307,0.001203549
25/04/2019 05:30,0.038696952,6.1,82,0.076408269,0.015225407,0.000937655,0.000818768
25/04/2019 05:35,0.038682794,6.1,82,0.076380314,0.015214268,0.00093674,0.000817969
25/04/2019 05:40,0.044668636,6.1,82,0.088199535,0.020287138,0.001374819,0.001200503
25/04/2019 05:45,0.050654478,6.1,82,0.100018756,0.026088619,0.001922586,0.001678818
25/04/2019 05:50,0.044640321,6.1,82,0.088143625,0.020261426,0.001372496,0.001198474
25/04/2019 05:55,0.050626163,6.1,82,0.099962846,0.02605946,0.001919722,0.001676316
25/04/2019 06:00,0.044612005,6.1,82,0.088087714,0.02023573,0.001370176,0.001196448
25/04/2019 06:05,0.044597847,6.1,82,0.088059759,0.020222888,0.001369016,0.001195436
25/04/2019 06:10,0.044583689,6.1,83,0.088031804,0.02021005,0.001367858,0.001194424
25/04/2019 06:15,0.044569531,6.1,82,0.088003849,0.020197217,0.0013667,0.001193413
25/04/2019 06:20,0.050555373,6.1,83,0.09982307,0.025986634,0.001912572,0.001670073
25/04/2019 06:25,0.038541215,6.2,83,0.076100762,0.015103104,0.000927625,0.00081001
25/04/2019 06:30,0.050527057,6.2,83,0.09976716,0.025957533,0.001909717,0.00166758
25/04/2019 06:35,0.0505129,6.2,83,0.099739205,0.025942988,0.00190829,0.001666334
25/04/2019 06:40,0.056498742,6.2,83,0.111558426,0.032455847,0.002572419,0.002246257
25/04/2019 06:45,0.062484584,6.3,83,0.123377647,0.039697317,0.003364852,0.002938216
25/04/2019 06:50,0.056470426,6.3,83,0.111502515,0.032423323,0.002568982,0.002243256
25/04/2019 06:55,0.056456268,6.4,83,0.11147456,0.032407067,0.002567265,0.002241756
25/04/2019 07:00,0.06244211,6.4,83,0.123293781,0.039643367,0.003358756,0.002932893
25/04/2019 07:05,0.056427952,6.4,84,0.11141865,0.032374567,0.002563833,0.002238759
25/04/2019 07:10,0.050413794,6.5,84,0.099543518,0.025841289,0.001898322,0.00165763
25/04/2019 07:15,0.062399636,6.5,84,0.123209916,0.039589454,0.003352667,0.002927576
25/04/2019 07:20,0.056385479,6.6,84,0.111334784,0.032325849,0.00255869,0.002234269
25/04/2019 07:25,0.050371321,6.6,84,0.099459653,0.025797764,0.00189406,0.001653909
25/04/2019 07:30,0.050357163,6.7,84,0.099431698,0.025783264,0.001892641,0.001652669
25/04/2019 07:35,0.062343005,6.8,84,0.123098095,0.039517627,0.003344559,0.002920496
25/04/2019 07:40,0.056328847,6.8,84,0.111222964,0.032260948,0.002551843,0.002228289
25/04/2019 07:45,0.062314689,6.8,85,0.123042185,0.039481738,0.00334051,0.00291696
25/04/2019 07:50,0.056300531,6.9,85,0.111167053,0.032228521,0.002548423,0.002225304
25/04/2019 07:55,0.062286373,6.9,85,0.122986275,0.039445865,0.003336463,0.002913427
25/04/2019 08:00,0.062272215,7,85,0.122958319,0.039427935,0.003334441,0.002911661
25/04/2019 08:05,0.062258058,7,85,0.122930364,0.039410008,0.00333242,0.002909896
25/04/2019 08:10,0.0562439,7.1,85,0.111055233,0.032163718,0.002541593,0.00221934
25/04/2019 08:15,0.062229742,7.1,86,0.122874454,0.039374168,0.00332838,0.002906368
25/04/2019 08:20,0.074215584,7.2,86,0.146540851,0.056002268,0.005323842,0.004648822
25/04/2019 08:25,0.068201426,7.2,86,0.13466572,0.047293593,0.004249659,0.003710837
25/04/2019 08:30,0.062187268,7.3,86,0.122790588,0.039320438,0.003322326,0.002901081
25/04/2019 08:35,0.06217311,7.3,86,0.122762633,0.039302537,0.003320309,0.002899321
25/04/2019 08:40,0.068158952,7.4,86,0.134581854,0.047234705,0.004242606,0.003704677
25/04/2019 08:45,0.062144794,7.4,87,0.122706723,0.039266745,0.003316278,0.002895801
25/04/2019 08:50,0.062130637,7.5,87,0.122678768,0.039248856,0.003314264,0.002894042
25/04/2019 08:55,0.074116479,7.5,87,0.146345165,0.0558528,0.005304905,0.004632286
25/04/2019 09:00,0.062102321,7.6,87,0.122622857,0.039213089,0.003310237,0.002890526
25/04/2019 09:05,0.074088163,7.7,87,0.146289255,0.055810132,0.005299503,0.004627568
25/04/2019 09:10,0.068074005,7.7,87,0.134414123,0.04711704,0.00422852,0.003692378
25/04/2019 09:15,0.068059847,7.8,88,0.134386168,0.047097443,0.004226175,0.00369033
25/04/2019 09:20,0.062045689,7.8,88,0.122511037,0.039141604,0.003302194,0.002883502
25/04/2019 09:25,0.074031531,7.9,88,0.146177434,0.055724844,0.005288707,0.004618142
25/04/2019 09:30,0.062017373,7.9,88,0.122455126,0.039105886,0.003298176,0.002879994
25/04/2019 09:35,0.068003216,8,88,0.134274347,0.047019098,0.004216804,0.003682147
25/04/2019 09:40,0.061989058,8,89,0.122399216,0.039070185,0.003294162,0.002876489
25/04/2019 09:45,0.0739749,8.1,89,0.146065613,0.055639621,0.005277926,0.004608727
25/04/2019 09:50,0.073960742,8.2,89,0.146037658,0.055618326,0.005275232,0.004606376
25/04/2019 09:55,0.067946584,8.3,89,0.134162527,0.046940818,0.004207446,0.003673976
25/04/2019 10:00,0.067932426,8.3,90,0.134134572,0.046921258,0.004205109,0.003671935
25/04/2019 10:05,0.0742439,8.4,90,0.146596762,0.056045009,0.005329261,0.004653554
25/04/2019 10:10,0.074555373,8.5,90,0.147211775,0.056516244,0.00538909,0.004705797
25/04/2019 10:15,0.074866847,8.6,91,0.147826789,0.056989452,0.005449337,0.004758405
25/04/2019 10:20,0.07517832,8.7,91,0.148441803,0.057464632,0.005510004,0.00481138
25/04/2019 10:25,0.081489794,8.7,91,0.160903993,0.067518352,0.006831459,0.005965286
